"orderNumber","orderDate","requiredDate","shippedDate","status","comments","customerNumber","OrderPriority","Year","Month","ShipMode"
"511814248","2010-06-14","0000-00-00",NULL,,NULL,"0","M","2010.0","6.0",NULL
"511839568","2010-01-24","0000-00-00",NULL,,NULL,"0","M","2010.0","1.0",NULL
"511846864","2016-10-03","0000-00-00",NULL,,NULL,"0","H","2016.0","10.0",NULL
"511863601","2010-09-22","0000-00-00",NULL,,NULL,"0","C","2010.0","9.0",NULL
"511872613","2010-12-22","0000-00-00",NULL,,NULL,"0","C","2010.0","12.0",NULL
"511932694","2012-08-16","0000-00-00",NULL,,NULL,"0","C","2012.0","8.0",NULL
"511947715","2013-01-14","0000-00-00",NULL,,NULL,"0","H","2013.0","1.0",NULL
"511967456","2014-08-30","0000-00-00",NULL,,NULL,"0","C","2014.0","8.0",NULL
"511983335","2011-11-08","0000-00-00",NULL,,NULL,"0","C","2011.0","11.0",NULL
"512017238","2017-02-10","0000-00-00",NULL,,NULL,"0","H","2017.0","2.0",NULL
"512025821","2015-03-09","0000-00-00",NULL,,NULL,"0","M","2015.0","3.0",NULL
"512042129","2014-07-21","0000-00-00",NULL,,NULL,"0","H","2014.0","7.0",NULL
"512066590","2017-05-22","0000-00-00",NULL,,NULL,"0","M","2017.0","5.0",NULL
"512080323","2011-04-11","0000-00-00",NULL,,NULL,"0","H","2011.0","4.0",NULL
"512080752","2013-06-13","0000-00-00",NULL,,NULL,"0","C","2013.0","6.0",NULL
"512100923","2017-04-01","0000-00-00",NULL,,NULL,"0","L","2017.0","4.0",NULL
"512139117","2013-12-21","0000-00-00",NULL,,NULL,"0","M","2013.0","12.0",NULL
"512143409","2013-01-03","0000-00-00",NULL,,NULL,"0","H","2013.0","1.0",NULL
"512146413","2013-02-02","0000-00-00",NULL,,NULL,"0","H","2013.0","2.0",NULL
"512150704","2012-02-16","0000-00-00",NULL,,NULL,"0","C","2012.0","2.0",NULL
"512161862","2015-09-06","0000-00-00",NULL,,NULL,"0","M","2015.0","9.0",NULL
"512168300","2010-06-12","0000-00-00",NULL,,NULL,"0","H","2010.0","6.0",NULL
"512192761","2013-04-13","0000-00-00",NULL,,NULL,"0","M","2013.0","4.0",NULL
"512194907","2016-08-02","0000-00-00",NULL,,NULL,"0","C","2016.0","8.0",NULL
"512233960","2010-02-01","0000-00-00",NULL,,NULL,"0","M","2010.0","2.0",NULL
"512264859","2015-04-07","0000-00-00",NULL,,NULL,"0","L","2015.0","4.0",NULL
"512324082","2012-07-25","0000-00-00",NULL,,NULL,"0","C","2012.0","7.0",NULL
"512334811","2013-12-10","0000-00-00",NULL,,NULL,"0","M","2013.0","12.0",NULL
"512339103","2012-12-23","0000-00-00",NULL,,NULL,"0","H","2012.0","12.0",NULL
"512348544","2015-05-27","0000-00-00",NULL,,NULL,"0","H","2015.0","5.0",NULL
"512350261","2016-07-12","0000-00-00",NULL,,NULL,"0","L","2016.0","7.0",NULL
"512363564","2015-10-25","0000-00-00",NULL,,NULL,"0","M","2015.0","10.0",NULL
"512366998","2010-07-02","0000-00-00",NULL,,NULL,"0","M","2010.0","7.0",NULL
"512386739","2012-02-15","0000-00-00",NULL,,NULL,"0","H","2012.0","2.0",NULL
"512390601","2016-07-22","0000-00-00",NULL,,NULL,"0","C","2016.0","7.0",NULL
"512397038","2011-04-29","0000-00-00",NULL,,NULL,"0","C","2011.0","4.0",NULL
"512424075","2012-01-26","0000-00-00",NULL,,NULL,"0","H","2012.0","1.0",NULL
"512427508","2014-04-29","0000-00-00",NULL,,NULL,"0","H","2014.0","4.0",NULL
"512443387","2011-07-08","0000-00-00",NULL,,NULL,"0","H","2011.0","7.0",NULL
"512465274","2016-06-12","0000-00-00",NULL,,NULL,"0","H","2016.0","6.0",NULL
"512470424","2012-04-05","0000-00-00",NULL,,NULL,"0","L","2012.0","4.0",NULL
"512478148","2013-07-22","0000-00-00",NULL,,NULL,"0","H","2013.0","7.0",NULL
"512493598","2016-02-22","0000-00-00",NULL,,NULL,"0","H","2016.0","2.0",NULL
"512494456","2012-12-02","0000-00-00",NULL,,NULL,"0","C","2012.0","12.0",NULL
"512501323","2017-06-09","0000-00-00",NULL,,NULL,"0","L","2017.0","6.0",NULL
"512520205","2014-09-17","0000-00-00",NULL,,NULL,"0","C","2014.0","9.0",NULL
"512542092","2012-01-25","0000-00-00",NULL,,NULL,"0","C","2012.0","1.0",NULL
"512554967","2016-09-30","0000-00-00",NULL,,NULL,"0","L","2016.0","9.0",NULL
"512558400","2011-06-08","0000-00-00",NULL,,NULL,"0","L","2011.0","6.0",NULL
"512561404","2011-07-08","0000-00-00",NULL,,NULL,"0","L","2011.0","7.0",NULL
"512570846","2013-12-09","0000-00-00",NULL,,NULL,"0","L","2013.0","12.0",NULL
"512578141","2013-01-21","0000-00-00",NULL,,NULL,"0","M","2013.0","1.0",NULL
"512598311","2016-11-09","0000-00-00",NULL,,NULL,"0","H","2016.0","11.0",NULL
"512621486","2013-03-02","0000-00-00",NULL,,NULL,"0","L","2013.0","3.0",NULL
"512655818","2013-01-11","0000-00-00",NULL,,NULL,"0","C","2013.0","1.0",NULL
"512657964","2016-05-02","0000-00-00",NULL,,NULL,"0","H","2016.0","5.0",NULL
"512660968","2016-06-01","0000-00-00",NULL,,NULL,"0","H","2016.0","6.0",NULL
"512713754","2011-05-18","0000-00-00",NULL,,NULL,"0","M","2011.0","5.0",NULL
"512723195","2013-10-19","0000-00-00",NULL,,NULL,"0","M","2013.0","10.0",NULL
"512733495","2012-12-31","0000-00-00",NULL,,NULL,"0","H","2012.0","12.0",NULL
"512782418","2011-02-06","0000-00-00",NULL,,NULL,"0","L","2011.0","2.0",NULL
"512784993","2016-07-30","0000-00-00",NULL,,NULL,"0","C","2016.0","7.0",NULL
"512793576","2014-08-26","0000-00-00",NULL,,NULL,"0","H","2014.0","8.0",NULL
"512803447","2011-09-05","0000-00-00",NULL,,NULL,"0","H","2011.0","9.0",NULL
"512804305","2016-01-11","0000-00-00",NULL,,NULL,"0","L","2016.0","1.0",NULL
"512829196","2013-06-20","0000-00-00",NULL,,NULL,"0","C","2013.0","6.0",NULL
"512851512","2012-12-31","0000-00-00",NULL,,NULL,"0","C","2012.0","12.0",NULL
"512860524","2013-03-31","0000-00-00",NULL,,NULL,"0","C","2013.0","3.0",NULL
"512864387","2010-02-08","0000-00-00",NULL,,NULL,"0","L","2010.0","2.0",NULL
"512912881","2013-08-09","0000-00-00",NULL,,NULL,"0","M","2013.0","8.0",NULL
"512913310","2015-10-12","0000-00-00",NULL,,NULL,"0","H","2015.0","10.0",NULL
"512928330","2016-03-11","0000-00-00",NULL,,NULL,"0","M","2016.0","3.0",NULL
"512954080","2010-05-30","0000-00-00",NULL,,NULL,"0","M","2010.0","5.0",NULL
"512954509","2012-08-01","0000-00-00",NULL,,NULL,"0","H","2012.0","8.0",NULL
"512960088","2010-07-29","0000-00-00",NULL,,NULL,"0","M","2010.0","7.0",NULL
"513009011","2016-03-31","0000-00-00",NULL,,NULL,"0","C","2016.0","3.0",NULL
"513035190","2012-08-21","0000-00-00",NULL,,NULL,"0","L","2012.0","8.0",NULL
"513068234","2013-07-19","0000-00-00",NULL,,NULL,"0","H","2013.0","7.0",NULL
"513070809","2011-06-15","0000-00-00",NULL,,NULL,"0","M","2011.0","6.0",NULL
"513087117","2010-10-27","0000-00-00",NULL,,NULL,"0","H","2010.0","10.0",NULL
"513171660","2015-04-23","0000-00-00",NULL,,NULL,"0","M","2015.0","4.0",NULL
"513177669","2015-06-22","0000-00-00",NULL,,NULL,"0","M","2015.0","6.0",NULL
"513184106","2010-03-29","0000-00-00",NULL,,NULL,"0","M","2010.0","3.0",NULL
"513203847","2011-11-12","0000-00-00",NULL,,NULL,"0","H","2011.0","11.0",NULL
"513233458","2010-07-07","0000-00-00",NULL,,NULL,"0","C","2010.0","7.0",NULL
"513235604","2013-10-26","0000-00-00",NULL,,NULL,"0","H","2013.0","10.0",NULL
"513244616","2014-01-25","0000-00-00",NULL,,NULL,"0","M","2014.0","1.0",NULL
"513277232","2012-10-19","0000-00-00",NULL,,NULL,"0","C","2012.0","10.0",NULL
"513293969","2014-05-05","0000-00-00",NULL,,NULL,"0","L","2014.0","5.0",NULL
"513296973","2014-06-04","0000-00-00",NULL,,NULL,"0","L","2014.0","6.0",NULL
"513337743","2016-08-17","0000-00-00",NULL,,NULL,"0","L","2016.0","8.0",NULL
"513348042","2015-10-30","0000-00-00",NULL,,NULL,"0","M","2015.0","10.0",NULL
"513357484","2010-09-05","0000-00-00",NULL,,NULL,"0","M","2010.0","9.0",NULL
"513358342","2015-01-11","0000-00-00",NULL,,NULL,"0","H","2015.0","1.0",NULL
"513368213","2012-01-21","0000-00-00",NULL,,NULL,"0","H","2012.0","1.0",NULL
"513392245","2012-09-18","0000-00-00",NULL,,NULL,"0","M","2012.0","9.0",NULL
"513403832","2010-11-14","0000-00-00",NULL,,NULL,"0","C","2010.0","11.0",NULL
"513441169","2010-10-25","0000-00-00",NULL,,NULL,"0","C","2010.0","10.0",NULL
"513474214","2011-09-22","0000-00-00",NULL,,NULL,"0","L","2011.0","9.0",NULL
"513506400","2015-11-08","0000-00-00",NULL,,NULL,"0","M","2015.0","11.0",NULL
"513579785","2016-10-15","0000-00-00",NULL,,NULL,"0","H","2016.0","10.0",NULL
"513594377","2015-01-10","0000-00-00",NULL,,NULL,"0","M","2015.0","1.0",NULL
"513621842","2010-05-16","0000-00-00",NULL,,NULL,"0","L","2010.0","5.0",NULL
"513623988","2013-09-04","0000-00-00",NULL,,NULL,"0","H","2013.0","9.0",NULL
"513650596","2012-03-30","0000-00-00",NULL,,NULL,"0","L","2012.0","3.0",NULL
"513651025","2014-06-03","0000-00-00",NULL,,NULL,"0","M","2014.0","6.0",NULL
"513679349","2014-02-12","0000-00-00",NULL,,NULL,"0","L","2014.0","2.0",NULL
"513726556","2011-02-01","0000-00-00",NULL,,NULL,"0","L","2011.0","2.0",NULL
"513867747","2014-12-20","0000-00-00",NULL,,NULL,"0","C","2014.0","12.0",NULL
"513887059","2014-06-02","0000-00-00",NULL,,NULL,"0","L","2014.0","6.0",NULL
"513920533","2017-07-02","0000-00-00",NULL,,NULL,"0","H","2017.0","7.0",NULL
"513933837","2016-10-13","0000-00-00",NULL,,NULL,"0","C","2016.0","10.0",NULL
"513948857","2017-03-13","0000-00-00",NULL,,NULL,"0","H","2017.0","3.0",NULL
"513950145","2016-02-25","0000-00-00",NULL,,NULL,"0","L","2016.0","2.0",NULL
"513950574","2010-10-03","0000-00-00",NULL,,NULL,"0","L","2010.0","10.0",NULL
"513976752","2014-09-20","0000-00-00",NULL,,NULL,"0","M","2014.0","9.0",NULL
"513991773","2015-02-18","0000-00-00",NULL,,NULL,"0","L","2015.0","2.0",NULL
"514006364","2013-05-15","0000-00-00",NULL,,NULL,"0","C","2013.0","5.0",NULL
"514007651","2012-04-28","0000-00-00",NULL,,NULL,"0","L","2012.0","4.0",NULL
"514066874","2017-03-13","0000-00-00",NULL,,NULL,"0","C","2017.0","3.0",NULL
"514162576","2010-02-02","0000-00-00",NULL,,NULL,"0","M","2010.0","2.0",NULL
"514191329","2011-12-18","0000-00-00",NULL,,NULL,"0","M","2011.0","12.0",NULL
"514194762","2014-03-22","0000-00-00",NULL,,NULL,"0","H","2014.0","3.0",NULL
"514219224","2017-01-21","0000-00-00",NULL,,NULL,"0","M","2017.0","1.0",NULL
"514238107","2014-05-01","0000-00-00",NULL,,NULL,"0","L","2014.0","5.0",NULL
"514248836","2015-09-16","0000-00-00",NULL,,NULL,"0","H","2015.0","9.0",NULL
"514259994","2011-09-08","0000-00-00",NULL,,NULL,"0","L","2011.0","9.0",NULL
"514262998","2011-10-08","0000-00-00",NULL,,NULL,"0","L","2011.0","10.0",NULL
"514267289","2010-10-21","0000-00-00",NULL,,NULL,"0","M","2010.0","10.0",NULL
"514306771","2014-01-20","0000-00-00",NULL,,NULL,"0","C","2014.0","1.0",NULL
"514354836","2015-05-17","0000-00-00",NULL,,NULL,"0","L","2015.0","5.0",NULL
"514362561","2016-09-01","0000-00-00",NULL,,NULL,"0","H","2016.0","9.0",NULL
"514398181","2015-06-26","0000-00-00",NULL,,NULL,"0","C","2015.0","6.0",NULL
"514412343","2011-07-19","0000-00-00",NULL,,NULL,"0","M","2011.0","7.0",NULL
"514445388","2012-06-15","0000-00-00",NULL,,NULL,"0","C","2012.0","6.0",NULL
"514504611","2017-04-30","0000-00-00",NULL,,NULL,"0","H","2017.0","4.0",NULL
"514557826","2014-06-18","0000-00-00",NULL,,NULL,"0","H","2014.0","6.0",NULL
"514573705","2011-08-27","0000-00-00",NULL,,NULL,"0","H","2011.0","8.0",NULL
"514597308","2010-02-20","0000-00-00",NULL,,NULL,"0","L","2010.0","2.0",NULL
"514606750","2012-07-24","0000-00-00",NULL,,NULL,"0","L","2012.0","7.0",NULL
"514636361","2011-03-19","0000-00-00",NULL,,NULL,"0","M","2011.0","3.0",NULL
"514646232","2015-10-24","0000-00-00",NULL,,NULL,"0","H","2015.0","10.0",NULL
"514661681","2010-10-29","0000-00-00",NULL,,NULL,"0","M","2010.0","10.0",NULL
"514687001","2010-06-10","0000-00-00",NULL,,NULL,"0","M","2010.0","6.0",NULL
"514690005","2010-07-10","0000-00-00",NULL,,NULL,"0","M","2010.0","7.0",NULL
"514691722","2011-08-27","0000-00-00",NULL,,NULL,"0","C","2011.0","8.0",NULL
"514714038","2011-03-09","0000-00-00",NULL,,NULL,"0","L","2011.0","3.0",NULL
"514763820","2013-08-20","0000-00-00",NULL,,NULL,"0","C","2013.0","8.0",NULL
"514764678","2010-05-31","0000-00-00",NULL,,NULL,"0","L","2010.0","5.0",NULL
"514806306","2016-12-19","0000-00-00",NULL,,NULL,"0","M","2016.0","12.0",NULL
"514848363","2010-07-20","0000-00-00",NULL,,NULL,"0","H","2010.0","7.0",NULL
"514849221","2014-11-25","0000-00-00",NULL,,NULL,"0","C","2014.0","11.0",NULL
"514874112","2012-05-03","0000-00-00",NULL,,NULL,"0","H","2012.0","5.0",NULL
"514892137","2012-10-31","0000-00-00",NULL,,NULL,"0","M","2012.0","10.0",NULL
"514893853","2013-12-18","0000-00-00",NULL,,NULL,"0","C","2013.0","12.0",NULL
"514909732","2011-02-26","0000-00-00",NULL,,NULL,"0","L","2011.0","2.0",NULL
"514921748","2011-06-26","0000-00-00",NULL,,NULL,"0","C","2011.0","6.0",NULL
"514927756","2011-08-26","0000-00-00",NULL,,NULL,"0","H","2011.0","8.0",NULL
"514965951","2015-12-12","0000-00-00",NULL,,NULL,"0","C","2015.0","12.0",NULL
"514984834","2013-03-21","0000-00-00",NULL,,NULL,"0","C","2013.0","3.0",NULL
"515040194","2013-08-28","0000-00-00",NULL,,NULL,"0","M","2013.0","8.0",NULL
"515071094","2011-04-06","0000-00-00",NULL,,NULL,"0","L","2011.0","4.0",NULL
"515091693","2017-03-28","0000-00-00",NULL,,NULL,"0","H","2017.0","3.0",NULL
"515129458","2011-10-14","0000-00-00",NULL,,NULL,"0","H","2011.0","10.0",NULL
"515147483","2012-04-12","0000-00-00",NULL,,NULL,"0","M","2012.0","4.0",NULL
"515148770","2011-03-27","0000-00-00",NULL,,NULL,"0","H","2011.0","3.0",NULL
"515178382","2017-06-16","0000-00-00",NULL,,NULL,"0","L","2017.0","6.0",NULL
"515182673","2016-06-29","0000-00-00",NULL,,NULL,"0","M","2016.0","6.0",NULL
"515194261","2014-08-25","0000-00-00",NULL,,NULL,"0","L","2014.0","8.0",NULL
"515226018","2016-08-08","0000-00-00",NULL,,NULL,"0","L","2016.0","8.0",NULL
"515247476","2011-10-13","0000-00-00",NULL,,NULL,"0","L","2011.0","10.0",NULL
"515273225","2013-07-28","0000-00-00",NULL,,NULL,"0","L","2013.0","7.0",NULL
"515299403","2017-07-15","0000-00-00",NULL,,NULL,"0","M","2017.0","7.0",NULL
"515318286","2014-10-24","0000-00-00",NULL,,NULL,"0","M","2014.0","10.0",NULL
"515337598","2014-04-05","0000-00-00",NULL,,NULL,"0","H","2014.0","4.0",NULL
"515339314","2015-05-23","0000-00-00",NULL,,NULL,"0","L","2015.0","5.0",NULL
"515367209","2012-11-28","0000-00-00",NULL,,NULL,"0","C","2012.0","11.0",NULL
"515371072","2017-05-06","0000-00-00",NULL,,NULL,"0","L","2017.0","5.0",NULL
"515388667","2015-08-31","0000-00-00",NULL,,NULL,"0","C","2015.0","8.0",NULL
"515427720","2016-09-26","0000-00-00",NULL,,NULL,"0","L","2016.0","9.0",NULL
"515434587","2013-09-06","0000-00-00",NULL,,NULL,"0","M","2013.0","9.0",NULL
"515498960","2014-05-15","0000-00-00",NULL,,NULL,"0","H","2014.0","5.0",NULL
"515504968","2014-07-14","0000-00-00",NULL,,NULL,"0","H","2014.0","7.0",NULL
"515507972","2014-08-13","0000-00-00",NULL,,NULL,"0","H","2014.0","8.0",NULL
"515553462","2010-06-16","0000-00-00",NULL,,NULL,"0","C","2010.0","6.0",NULL
"515573203","2012-01-31","0000-00-00",NULL,,NULL,"0","L","2012.0","1.0",NULL
"515580070","2016-08-06","0000-00-00",NULL,,NULL,"0","M","2016.0","8.0",NULL
"515580928","2013-05-17","0000-00-00",NULL,,NULL,"0","H","2013.0","5.0",NULL
"515587365","2015-09-19","0000-00-00",NULL,,NULL,"0","H","2015.0","9.0",NULL
"515600669","2015-01-01","0000-00-00",NULL,,NULL,"0","C","2015.0","1.0",NULL
"515636289","2013-10-25","0000-00-00",NULL,,NULL,"0","L","2013.0","10.0",NULL
"515644443","2017-04-14","0000-00-00",NULL,,NULL,"0","C","2017.0","4.0",NULL
"515647876","2011-12-21","0000-00-00",NULL,,NULL,"0","C","2011.0","12.0",NULL
"515649163","2010-12-04","0000-00-00",NULL,,NULL,"0","M","2010.0","12.0",NULL
"515677487","2010-08-15","0000-00-00",NULL,,NULL,"0","M","2010.0","8.0",NULL
"515681779","2017-03-25","0000-00-00",NULL,,NULL,"0","H","2017.0","3.0",NULL
"515699803","2010-02-25","0000-00-00",NULL,,NULL,"0","M","2010.0","2.0",NULL
"515708386","2015-10-19","0000-00-00",NULL,,NULL,"0","L","2015.0","10.0",NULL
"515716111","2017-02-02","0000-00-00",NULL,,NULL,"0","M","2017.0","2.0",NULL
"515719115","2017-03-05","0000-00-00",NULL,,NULL,"0","M","2017.0","3.0",NULL
"515747439","2016-11-14","0000-00-00",NULL,,NULL,"0","M","2016.0","11.0",NULL
"515749585","2012-08-08","0000-00-00",NULL,,NULL,"0","L","2012.0","8.0",NULL
"515759456","2017-03-14","0000-00-00",NULL,,NULL,"0","L","2017.0","3.0",NULL
"515780484","2010-03-17","0000-00-00",NULL,,NULL,"0","C","2010.0","3.0",NULL
"515788209","2011-07-02","0000-00-00",NULL,,NULL,"0","M","2011.0","7.0",NULL
"515802800","2017-04-23","0000-00-00",NULL,,NULL,"0","C","2017.0","4.0",NULL
"515821683","2014-08-02","0000-00-00",NULL,,NULL,"0","C","2014.0","8.0",NULL
"515831553","2011-08-11","0000-00-00",NULL,,NULL,"0","L","2011.0","8.0",NULL
"515833699","2014-11-30","0000-00-00",NULL,,NULL,"0","H","2014.0","11.0",NULL
"515840995","2014-01-12","0000-00-00",NULL,,NULL,"0","L","2014.0","1.0",NULL
"515847432","2016-05-16","0000-00-00",NULL,,NULL,"0","L","2016.0","5.0",NULL
"515850007","2014-04-13","0000-00-00",NULL,,NULL,"0","C","2014.0","4.0",NULL
"515901935","2012-06-18","0000-00-00",NULL,,NULL,"0","M","2012.0","6.0",NULL
"515919959","2012-12-16","0000-00-00",NULL,,NULL,"0","L","2012.0","12.0",NULL
"515922963","2013-01-15","0000-00-00",NULL,,NULL,"0","L","2013.0","1.0",NULL
"515959012","2014-01-12","0000-00-00",NULL,,NULL,"0","M","2014.0","1.0",NULL
"515965020","2014-03-13","0000-00-00",NULL,,NULL,"0","M","2014.0","3.0",NULL
"515978324","2013-06-25","0000-00-00",NULL,,NULL,"0","H","2013.0","6.0",NULL
"516006219","2011-01-01","0000-00-00",NULL,,NULL,"0","M","2011.0","1.0",NULL
"516039693","2014-01-31","0000-00-00",NULL,,NULL,"0","L","2014.0","1.0",NULL
"516056859","2010-03-25","0000-00-00",NULL,,NULL,"0","M","2010.0","3.0",NULL
"516065871","2010-06-24","0000-00-00",NULL,,NULL,"0","M","2010.0","6.0",NULL
"516068446","2015-12-16","0000-00-00",NULL,,NULL,"0","L","2015.0","12.0",NULL
"516089904","2011-02-20","0000-00-00",NULL,,NULL,"0","C","2011.0","2.0",NULL
"516091191","2010-02-03","0000-00-00",NULL,,NULL,"0","M","2010.0","2.0",NULL
"516120374","2014-02-20","0000-00-00",NULL,,NULL,"0","H","2014.0","2.0",NULL
"516134536","2010-03-15","0000-00-00",NULL,,NULL,"0","L","2010.0","3.0",NULL
"516149556","2010-08-13","0000-00-00",NULL,,NULL,"0","C","2010.0","8.0",NULL
"516227233","2010-08-02","0000-00-00",NULL,,NULL,"0","M","2010.0","8.0",NULL
"516230666","2012-11-04","0000-00-00",NULL,,NULL,"0","H","2012.0","11.0",NULL
"516240108","2015-04-08","0000-00-00",NULL,,NULL,"0","M","2015.0","4.0",NULL
"516243541","2017-07-11","0000-00-00",NULL,,NULL,"0","H","2017.0","7.0",NULL
"516279590","2010-12-11","0000-00-00",NULL,,NULL,"0","L","2010.0","12.0",NULL
"516292893","2010-03-24","0000-00-00",NULL,,NULL,"0","L","2010.0","3.0",NULL
"516309201","2017-03-02","0000-00-00",NULL,,NULL,"0","M","2017.0","3.0",NULL
"516320788","2015-04-28","0000-00-00",NULL,,NULL,"0","L","2015.0","4.0",NULL
"516328942","2011-03-21","0000-00-00",NULL,,NULL,"0","H","2011.0","3.0",NULL
"516377007","2012-07-16","0000-00-00",NULL,,NULL,"0","C","2012.0","7.0",NULL
"516380441","2014-10-18","0000-00-00",NULL,,NULL,"0","C","2014.0","10.0",NULL
"516382157","2015-12-05","0000-00-00",NULL,,NULL,"0","M","2015.0","12.0",NULL
"516395890","2017-05-21","0000-00-00",NULL,,NULL,"0","C","2017.0","5.0",NULL
"516400182","2016-06-03","0000-00-00",NULL,,NULL,"0","L","2016.0","6.0",NULL
"516421639","2011-08-08","0000-00-00",NULL,,NULL,"0","L","2011.0","8.0",NULL
"516448676","2012-05-06","0000-00-00",NULL,,NULL,"0","H","2012.0","5.0",NULL
"516451251","2010-04-02","0000-00-00",NULL,,NULL,"0","M","2010.0","4.0",NULL
"516458117","2014-10-08","0000-00-00",NULL,,NULL,"0","H","2014.0","10.0",NULL
"516478288","2010-12-30","0000-00-00",NULL,,NULL,"0","C","2010.0","12.0",NULL
"516521203","2016-07-02","0000-00-00",NULL,,NULL,"0","H","2016.0","7.0",NULL
"516527211","2016-09-01","0000-00-00",NULL,,NULL,"0","M","2016.0","9.0",NULL
"516537511","2015-11-14","0000-00-00",NULL,,NULL,"0","H","2015.0","11.0",NULL
"516581284","2010-07-31","0000-00-00",NULL,,NULL,"0","H","2010.0","7.0",NULL
"516583859","2016-01-23","0000-00-00",NULL,,NULL,"0","M","2016.0","1.0",NULL
"516626775","2013-12-29","0000-00-00",NULL,,NULL,"0","C","2013.0","12.0",NULL
"516636216","2016-06-02","0000-00-00",NULL,,NULL,"0","C","2016.0","6.0",NULL
"516685140","2014-07-08","0000-00-00",NULL,,NULL,"0","M","2014.0","7.0",NULL
"516688144","2014-08-07","0000-00-00",NULL,,NULL,"0","M","2014.0","8.0",NULL
"516702306","2010-08-30","0000-00-00",NULL,,NULL,"0","C","2010.0","8.0",NULL
"516707026","2011-11-16","0000-00-00",NULL,,NULL,"0","M","2011.0","11.0",NULL
"516711747","2013-01-31","0000-00-00",NULL,,NULL,"0","C","2013.0","1.0",NULL
"516736638","2010-07-11","0000-00-00",NULL,,NULL,"0","C","2010.0","7.0",NULL
"516749513","2015-03-16","0000-00-00",NULL,,NULL,"0","C","2015.0","3.0",NULL
"516755950","2017-07-18","0000-00-00",NULL,,NULL,"0","C","2017.0","7.0",NULL
"516763246","2016-08-30","0000-00-00",NULL,,NULL,"0","L","2016.0","8.0",NULL
"516813027","2011-07-17","0000-00-00",NULL,,NULL,"0","C","2011.0","7.0",NULL
"516867530","2015-03-16","0000-00-00",NULL,,NULL,"0","M","2015.0","3.0",NULL
"516871821","2014-03-29","0000-00-00",NULL,,NULL,"0","H","2014.0","3.0",NULL
"516916024","2011-02-16","0000-00-00",NULL,,NULL,"0","H","2011.0","2.0",NULL
"516926324","2010-04-30","0000-00-00",NULL,,NULL,"0","C","2010.0","4.0",NULL
"516928899","2015-10-23","0000-00-00",NULL,,NULL,"0","H","2015.0","10.0",NULL
"516941344","2010-09-28","0000-00-00",NULL,,NULL,"0","H","2010.0","9.0",NULL
"516942632","2017-04-08","0000-00-00",NULL,,NULL,"0","L","2017.0","4.0",NULL
"516973531","2014-11-15","0000-00-00",NULL,,NULL,"0","C","2014.0","11.0",NULL
"516988551","2015-04-14","0000-00-00",NULL,,NULL,"0","H","2015.0","4.0",NULL
"517008292","2016-11-28","0000-00-00",NULL,,NULL,"0","C","2016.0","11.0",NULL
"517016875","2014-12-25","0000-00-00",NULL,,NULL,"0","H","2014.0","12.0",NULL
"517041337","2010-03-31","0000-00-00",NULL,,NULL,"0","M","2010.0","3.0",NULL
"517095410","2011-09-24","0000-00-00",NULL,,NULL,"0","M","2011.0","9.0",NULL
"517112147","2013-04-10","0000-00-00",NULL,,NULL,"0","C","2013.0","4.0",NULL
"517114293","2016-07-30","0000-00-00",NULL,,NULL,"0","M","2016.0","7.0",NULL
"517115151","2013-05-10","0000-00-00",NULL,,NULL,"0","H","2013.0","5.0",NULL
